0	0
0.0149973700482524	0.01
0.0174751722460546	0.02
0.0420666467192938	0.03
0.047566426939074	0.04
0.0679844583521054	0.05
0.0702989272165743	0.06
0.0888436906231024	0.07
0.0931245764039882	0.08
0.106239479474774	0.09
0.110283282893577	0.1
0.123046742995567	0.11
0.129041938355762	0.12
0.139694014040655	0.13
0.155988974650221	0.14
0.160393732149904	0.15
0.162756834261855	0.16
0.176523050824716	0.17
0.195093267462856	0.18
0.211750563487207	0.19
0.230043121238136	0.2
0.245179193732835	0.21
0.256439932710002	0.22
0.268408443400793	0.23
0.282017802520778	0.24
0.294256522797799	0.25
0.304237617269253	0.26
0.3159883128614	0.27
0.328376967789501	0.28
0.340440907216729	0.29
0.350029535896053	0.3
0.357959063066073	0.31
0.367307944950892	0.32
0.376226056592883	0.33
0.385664510115216	0.34
0.397361144077967	0.35
0.405892432359402	0.36
0.414830710648378	0.37
0.425469767325633	0.38
0.434577688471752	0.39
0.444676049733312	0.4
0.453962725458185	0.41
0.463493157426815	0.42
0.472310746682603	0.43
0.481167621652676	0.44
0.489896612007364	0.45
0.499573743387694	0.46
0.50850156158121	0.47
0.517429379774726	0.48
0.526357197968242	0.49
0.535285016161759	0.5
0.544132834355275	0.51
0.55288219101033	0.52
0.562123426395529	0.53
0.570976672757369	0.54
0.579952738327105	0.55
0.588284163736688	0.56
0.595672794204715	0.57
0.603027675415463	0.58
0.613767069380243	0.59
0.62196664936632	0.6
0.629044293943342	0.61
0.643810647574669	0.62
0.650083209972829	0.63
0.658676432982523	0.64
0.665452950704041	0.65
0.674287472814053	0.66
0.67992990885019	0.67
0.688962464398737	0.68
0.699124425491331	0.69
0.712221976874827	0.7
0.717895672321751	0.71
0.725913117474944	0.72
0.734377803681431	0.73
0.745632075018301	0.74
0.75251849642732	0.75
0.759565745064667	0.76
0.766003896165563	0.77
0.779745937950938	0.78
0.785797507137017	0.79
0.797382406065249	0.8
0.805053247384424	0.81
0.820972354326864	0.82
0.829805786486571	0.83
0.84031575795664	0.84
0.851948531869365	0.85
0.860058894993895	0.86
0.869604322164763	0.87
0.8867269586949	0.88
0.887618238052797	0.89
0.896444113011172	0.9
0.901516486191913	0.91
0.913771289638466	0.92
0.917681108706653	0.93
0.932194033002945	0.94
0.935092466419746	0.95
0.95324682307997	0.96
0.957112015779156	0.97
0.969146272747405	0.98
0.975910630170755	0.99
1	1
